DaysBeingCustomer,Recency,Age,Income,Education,Marital_Status,Kids,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumStorePurchases,NumCatalogPurchases,NumWebPurchases,NumWebVisitsMonth,TotalProductsL2Y,TotalPurchasesL2Y,AvgProductsPerTrip,SharePurchasesOnDeal
834,5,57,41437.0,Postgraduate,Divorced,2,29,0,2,0,0,1,1,3,0,1,7,32,4,8.0,25.0
246,86,63,73705.0,Postgraduate,Widow,2,612,91,520,258,107,107,2,8,6,9,5,1695,23,73.7,8.7
856,80,38,61064.0,Graduate,Married,1,387,126,342,0,45,180,5,11,4,8,6,1080,23,47.0,21.7
280,62,59,38452.0,Postgraduate,Married,2,56,0,14,0,0,2,3,3,0,3,7,72,6,12.0,50.0
410,49,25,18358.0,Graduate,Single,1,6,8,19,16,4,4,3,4,0,3,7,57,7,8.1,42.9
289,85,41,55012.0,Postgraduate,Together,1,582,0,65,0,0,13,6,9,2,8,5,660,19,34.7,31.6
1059,7,41,9722.0,Undergraduate,Together,1,6,17,16,6,16,42,4,3,1,3,8,103,7,14.7,57.1
468,6,30,38175.0,Postgraduate,Married,1,70,6,69,2,3,3,3,4,1,3,7,153,8,19.1,37.5
836,25,58,58656.0,Postgraduate,Together,1,962,12,194,16,24,12,4,13,8,7,6,1220,28,43.6,14.3
871,55,49,52117.0,Graduate,Together,1,112,10,107,30,0,20,2,4,2,5,7,279,11,25.4,18.2
337,81,36,64813.0,Graduate,Married,1,293,0,124,179,97,52,1,10,2,7,5,745,19,39.2,5.3
366,98,41,54222.0,Postgraduate,Married,1,199,12,31,3,12,7,1,5,3,3,3,264,11,24.0,9.1
201,31,28,83512.0,Graduate,Married,0,1060,61,835,80,20,101,1,10,7,4,1,2157,21,102.7,4.8
494,30,55,77520.0,Postgraduate,Married,1,940,44,396,0,88,58,1,7,7,8,4,1526,22,69.4,4.5
487,98,36,41154.0,Graduate,Together,1,44,2,11,2,3,7,1,4,0,1,5,69,5,13.8,20.0
815,92,48,80398.0,Graduate,Married,0,342,51,936,207,35,26,1,12,8,5,3,1597,25,63.9,4.0
220,41,22,18746.0,Undergraduate,Single,1,2,10,11,12,9,20,2,3,0,3,6,64,6,10.7,33.3
782,68,30,35196.0,Graduate,Together,1,75,12,141,43,39,187,6,5,1,6,8,497,12,41.4,50.0
594,78,58,60230.0,Graduate,Single,1,520,20,367,39,81,40,2,6,3,6,5,1067,15,71.1,13.3
152,46,37,22108.0,Graduate,Married,2,5,3,9,6,2,6,2,3,0,2,7,31,5,6.2,40.0
605,71,40,44392.0,Graduate,Together,2,87,5,71,7,12,29,5,4,1,4,7,211,9,23.4,55.6
770,6,38,55424.0,Postgraduate,Married,1,462,61,184,10,53,107,4,9,5,7,6,877,21,41.8,19.0
721,82,35,17688.0,Graduate,Married,1,2,2,1,3,1,2,1,2,0,1,8,11,3,3.7,33.3
729,71,31,92491.0,Postgraduate,Married,0,979,44,935,29,25,22,1,12,5,7,3,2034,24,84.8,4.2
386,32,23,90273.0,Graduate,Single,0,704,129,853,120,74,111,1,7,6,5,2,1991,18,110.6,5.6
334,28,52,82571.0,Postgraduate,Widow,0,861,31,558,62,95,79,0,13,5,6,2,1686,24,70.2,0.0
341,20,32,38513.0,Postgraduate,Single,1,172,3,115,16,0,18,5,5,1,6,8,324,12,27.0,41.7
261,10,35,16653.0,Postgraduate,Single,1,5,7,31,15,4,7,3,3,1,2,6,69,6,11.5,50.0
797,7,59,42586.0,Graduate,Together,2,194,2,56,0,0,0,5,6,1,4,8,252,11,22.9,45.5
552,67,49,23529.0,Undergraduate,Single,1,9,7,13,3,2,20,1,2,1,1,6,54,4,13.5,25.0
519,48,53,74881.0,Postgraduate,Together,2,505,72,270,36,27,54,4,12,2,9,5,964,23,41.9,17.4
686,61,63,71107.0,Graduate,Married,1,533,10,217,198,174,195,2,13,6,7,4,1327,26,51.0,7.7
287,36,50,46910.0,Postgraduate,Together,2,48,0,14,0,0,6,2,3,0,2,6,68,5,13.6,40.0
737,77,55,18690.0,Graduate,Married,0,6,1,7,23,4,19,1,2,1,1,8,60,4,15.0,25.0
617,90,59,37244.0,Graduate,Divorced,2,18,2,10,0,0,25,1,2,1,1,7,55,4,13.8,25.0
32,35,48,82427.0,Graduate,Together,0,482,147,509,104,107,107,1,12,5,3,1,1456,20,72.8,5.0
578,38,56,75342.0,Undergraduate,Single,1,204,97,97,21,118,26,1,10,2,5,4,563,17,33.1,5.9
685,46,60,70044.0,Graduate,Divorced,1,1073,0,250,153,14,14,4,5,10,7,5,1504,22,68.4,18.2
255,33,47,79146.0,Graduate,Single,2,245,16,223,21,43,16,2,8,1,8,6,564,17,33.2,11.8
404,70,51,77437.0,Graduate,Married,0,560,21,442,29,44,29,1,13,5,4,1,1125,22,51.1,4.5
225,51,55,54984.0,Graduate,Married,1,173,13,131,32,3,6,4,6,1,6,7,358,13,27.5,30.8
418,18,43,42403.0,Postgraduate,Married,1,22,1,11,0,5,3,1,3,0,1,8,42,4,10.5,25.0
255,97,50,55761.0,Graduate,Together,1,136,1,12,0,3,32,2,3,1,4,6,184,8,23.0,25.0
626,32,31,37292.0,Graduate,Together,1,275,0,86,10,23,66,5,5,3,6,8,460,14,32.9,35.7
221,9,69,45576.0,Postgraduate,Single,0,56,19,29,2,14,25,1,3,1,3,8,145,7,20.7,14.3
718,6,67,70321.0,Graduate,Together,0,303,23,751,82,26,191,1,13,5,6,4,1376,24,57.3,4.2
714,80,45,58086.0,Postgraduate,Divorced,1,708,7,62,0,0,15,2,7,3,11,8,792,21,37.7,9.5
800,74,62,81795.0,Graduate,Married,0,324,132,693,27,118,88,1,7,11,4,2,1382,22,62.8,4.5
775,49,67,28389.0,Undergraduate,Together,0,1,5,3,7,4,8,1,2,0,1,7,28,3,9.3,33.3
463,21,68,66835.0,Postgraduate,Married,0,620,26,195,34,17,141,1,13,4,6,2,1033,23,44.9,4.3
585,95,45,69901.0,Graduate,Divorced,1,312,21,206,102,92,149,3,10,3,7,5,882,20,44.1,15.0
672,56,65,80360.0,Postgraduate,Married,0,1493,86,454,112,43,43,2,5,4,4,2,2231,13,171.6,15.4
810,48,53,63342.0,Postgraduate,Together,1,918,21,118,13,10,21,3,5,3,8,6,1101,16,68.8,18.8
756,26,40,44989.0,Graduate,Married,1,98,0,106,49,10,106,5,5,1,5,6,369,11,33.5,45.5
311,3,34,31859.0,Undergraduate,Single,1,3,4,7,15,8,11,1,3,0,1,7,48,4,12.0,25.0
398,39,65,51569.0,Postgraduate,Widow,1,380,0,47,6,0,34,4,7,1,7,8,467,15,31.1,26.7
740,33,43,30372.0,Graduate,Widow,2,15,0,12,7,3,7,3,3,0,2,7,44,5,8.8,60.0
658,42,35,16014.0,Undergraduate,Single,2,3,9,4,7,8,7,4,4,1,1,3,38,6,6.3,66.7
572,80,46,41120.0,Graduate,Married,2,24,2,23,0,8,24,3,3,1,2,6,81,6,13.5,50.0
636,9,43,39763.0,Postgraduate,Single,1,80,1,60,4,6,16,2,2,1,5,9,167,8,20.9,25.0
91,52,59,38725.0,Postgraduate,Married,2,31,0,6,2,1,5,2,4,0,1,4,45,5,9.0,40.0
588,78,42,77981.0,Graduate,Married,1,138,120,204,16,126,60,3,7,4,7,5,664,18,36.9,16.7
452,68,50,62905.0,Undergraduate,Married,1,166,75,96,119,107,59,3,8,2,7,4,622,17,36.6,17.6
458,45,35,13533.0,Undergraduate,Divorced,1,12,3,8,8,0,17,2,3,0,2,7,48,5,9.6,40.0
438,47,39,59481.0,Graduate,Together,1,178,3,85,71,66,58,2,8,3,3,2,461,14,32.9,14.3
502,34,37,72117.0,Graduate,Married,1,707,20,171,65,60,50,1,9,7,9,5,1073,25,42.9,4.0
544,81,28,21955.0,Undergraduate,Married,1,5,1,7,17,14,11,2,3,1,2,6,55,6,9.2,33.3
649,72,58,67131.0,Graduate,Married,1,465,71,250,93,35,62,3,12,2,9,6,976,23,42.4,13.0
202,23,34,36802.0,Postgraduate,Single,1,16,1,2,0,0,1,1,3,0,1,5,20,4,5.0,25.0
517,29,32,71853.0,Graduate,Together,0,358,108,413,141,97,32,1,6,8,2,1,1149,16,71.8,6.2
203,80,53,28249.0,Undergraduate,Married,0,1,9,7,2,14,10,1,3,0,2,6,43,5,8.6,20.0
441,30,39,47808.0,Postgraduate,Married,1,123,1,26,2,0,72,2,3,2,3,7,224,8,28.0,25.0
838,15,40,25509.0,Postgraduate,Divorced,1,40,3,30,10,7,11,3,3,0,3,9,101,6,16.8,50.0
626,86,68,51012.0,Postgraduate,Married,0,102,9,63,2,9,24,1,4,1,4,6,209,9,23.2,11.1
969,68,29,70596.0,Graduate,Single,0,347,44,534,17,0,26,1,12,5,3,2,968,20,48.4,5.0
516,54,62,85431.0,Postgraduate,Together,0,376,53,462,168,53,53,1,7,7,2,0,1165,16,72.8,6.2
292,44,47,42664.0,Graduate,Married,1,21,0,3,0,0,0,1,3,0,1,6,24,4,6.0,25.0
797,7,59,42586.0,Graduate,Together,2,194,2,56,0,0,0,5,6,1,4,8,252,11,22.9,45.5
858,87,29,29760.0,Graduate,Single,1,64,4,68,7,5,17,4,4,1,3,8,165,8,20.6,50.0
813,59,37,28973.0,Postgraduate,Married,0,206,0,46,3,2,12,2,5,1,5,8,269,11,24.5,18.2
575,16,41,39435.0,Postgraduate,Together,1,71,0,18,0,0,13,1,2,1,3,7,102,6,17.0,16.7
726,1,30,65370.0,Undergraduate,Married,0,71,22,112,138,89,29,1,13,3,2,1,461,18,25.6,5.6
748,64,35,20194.0,Undergraduate,Single,1,0,4,7,11,10,15,2,3,0,2,6,47,5,9.4,40.0
321,72,38,42473.0,Postgraduate,Single,2,93,1,21,0,4,25,3,4,1,2,5,144,7,20.6,42.9
812,98,46,64590.0,Graduate,Married,0,920,138,168,36,46,30,1,10,4,9,6,1338,23,58.2,4.3
402,91,55,71232.0,Graduate,Together,1,653,17,170,34,26,17,2,10,2,11,7,917,23,39.9,8.7
733,8,43,34600.0,Graduate,Together,2,199,33,60,8,3,15,5,5,2,5,8,318,12,26.5,41.7
1029,20,47,46904.0,Graduate,Single,2,153,4,56,0,9,31,4,4,1,5,8,253,10,25.3,40.0
835,6,41,49094.0,Graduate,Married,1,376,0,38,11,8,69,5,6,3,6,6,502,15,33.5,33.3
479,54,31,36075.0,Graduate,Together,1,46,0,30,12,1,30,1,4,0,2,6,119,6,19.8,16.7
859,72,35,60839.0,Undergraduate,Together,2,600,21,128,223,150,128,13,12,2,2,8,1250,16,78.1,81.2
692,46,35,77298.0,Graduate,Together,1,425,115,292,23,35,79,1,11,6,6,3,969,23,42.1,4.3
606,11,64,34026.0,Graduate,Together,2,18,6,15,12,8,17,3,3,1,2,5,76,6,12.7,50.0
31,21,51,48918.0,Postgraduate,Single,2,52,0,9,0,0,1,2,4,0,1,4,62,5,12.4,40.0
507,89,52,82122.0,Undergraduate,Together,0,734,22,350,151,25,100,1,13,9,3,1,1382,25,55.3,4.0
186,82,38,37697.0,Graduate,Single,1,34,6,21,11,4,8,1,3,1,2,6,84,6,14.0,16.7
540,69,62,34074.0,Graduate,Together,2,135,1,41,10,1,67,5,3,3,3,6,255,9,28.3,55.6
569,55,54,28520.0,Postgraduate,Married,2,11,0,10,0,2,20,1,2,1,1,6,43,4,10.8,25.0
665,13,59,62535.0,Graduate,Single,1,163,48,90,0,45,52,1,8,2,3,3,398,13,30.6,7.7
263,80,37,36273.0,Postgraduate,Single,1,29,3,30,3,2,9,2,3,0,3,6,76,6,12.7,33.3
212,97,50,63404.0,Graduate,Together,2,734,26,70,11,44,17,2,4,3,6,4,902,13,69.4,15.4
333,27,33,75774.0,Undergraduate,Together,1,340,21,134,258,14,56,1,8,5,7,4,823,20,41.2,5.0
191,99,38,78416.0,Graduate,Together,1,453,38,279,188,38,183,2,10,7,7,3,1179,24,49.1,8.3
812,87,40,75702.0,Graduate,Together,1,1073,0,629,145,37,37,1,13,5,10,6,1921,28,68.6,3.6
616,85,63,59385.0,Postgraduate,Together,2,135,0,10,0,4,36,2,4,1,3,5,185,8,23.1,25.0
655,30,48,37070.0,Graduate,Single,2,231,7,137,4,15,39,9,8,1,5,7,433,14,30.9,64.3
95,82,63,44689.0,Graduate,Married,2,18,0,5,0,0,11,2,2,1,1,7,34,4,8.5,50.0
516,21,56,53977.0,Graduate,Together,1,620,16,165,0,24,82,5,12,5,5,5,907,22,41.2,22.7
541,92,48,7144.0,Postgraduate,Single,2,81,4,33,5,2,291,0,1,1,23,0,416,25,16.6,0.0
638,95,50,18701.0,Graduate,Single,2,12,4,2,10,6,10,4,4,0,2,5,44,6,7.3,66.7
251,2,58,90369.0,Graduate,Married,0,292,51,981,224,23,17,1,6,6,4,1,1588,16,99.2,6.2
968,74,40,63159.0,Postgraduate,Single,0,965,34,586,89,86,37,1,8,5,3,3,1797,16,112.3,6.2
999,49,48,37758.0,Graduate,Together,2,27,2,10,0,0,1,2,3,0,1,8,40,4,10.0,50.0
779,71,51,46757.0,Postgraduate,Single,1,777,30,163,0,51,122,6,7,4,4,9,1143,15,76.2,40.0
190,72,45,79734.0,Postgraduate,Married,0,572,8,232,23,62,17,1,6,3,4,1,914,13,70.3,7.7
714,68,22,63207.0,Graduate,Together,0,438,169,565,91,169,70,1,6,3,2,7,1502,11,136.5,9.1
689,4,60,72071.0,Graduate,Divorced,1,531,69,300,150,138,150,3,8,4,5,2,1338,17,78.7,17.6
532,80,31,21840.0,Postgraduate,Together,1,17,0,9,0,0,1,1,3,0,1,9,27,4,6.8,25.0
463,15,32,58582.0,Undergraduate,Together,1,402,35,106,101,77,42,2,9,2,9,5,763,20,38.2,10.0
534,70,63,72282.0,Graduate,Single,0,503,27,419,90,139,153,1,9,7,5,7,1331,21,63.4,4.8
491,91,58,50387.0,Graduate,Married,2,369,9,87,12,14,34,3,8,2,6,5,525,16,32.8,18.8
203,10,53,32583.0,Postgraduate,Together,2,5,0,3,0,0,1,1,2,0,1,7,9,3,3.0,33.3
184,99,52,62568.0,Graduate,Together,1,362,17,398,80,35,61,3,5,3,5,4,953,13,73.3,23.1
420,25,43,44635.0,Postgraduate,Divorced,2,56,0,9,0,0,3,2,3,0,2,7,68,5,13.6,40.0
634,34,43,33316.0,Postgraduate,Single,2,79,1,31,4,4,12,3,4,1,2,6,131,7,18.7,42.9
483,57,46,63967.0,Graduate,Married,1,387,84,141,73,35,162,3,12,4,4,2,882,20,44.1,15.0
1000,84,36,52513.0,Undergraduate,Together,0,367,17,241,104,188,232,2,9,5,9,7,1149,23,50.0,8.7
476,51,45,25293.0,Graduate,Married,1,15,0,11,0,2,9,1,2,1,1,8,37,4,9.2,25.0
497,97,49,54111.0,Postgraduate,Widow,1,267,6,54,8,3,50,2,6,2,5,5,388,13,29.8,15.4
688,13,28,78394.0,Graduate,Together,0,298,27,697,216,24,166,1,5,6,4,2,1428,15,95.2,6.7
591,92,56,80739.0,Postgraduate,Married,0,674,92,736,39,0,92,1,9,11,3,1,1633,23,71.0,4.3
592,30,39,22669.0,Postgraduate,Together,1,16,14,36,37,22,48,3,2,1,4,9,173,7,24.7,42.9
512,30,27,29236.0,Graduate,Single,1,37,4,24,16,9,9,2,3,0,4,9,99,7,14.1,28.6
660,11,55,44911.0,Graduate,Together,1,159,0,22,2,1,31,3,4,1,4,7,215,9,23.9,33.3
686,72,52,54693.0,Postgraduate,Married,1,686,17,142,23,26,35,8,13,4,6,6,929,23,40.4,34.8
290,39,40,48186.0,Graduate,Together,1,97,3,66,12,7,34,3,4,1,4,7,219,9,24.3,33.3
421,0,37,54809.0,Graduate,Married,2,63,6,57,13,13,22,4,5,1,2,4,174,8,21.8,50.0
814,15,36,41580.0,Graduate,Together,2,56,5,24,4,0,3,3,3,1,2,5,92,6,15.3,50.0
482,12,44,80336.0,Postgraduate,Married,0,209,19,456,160,142,66,1,13,9,2,1,1052,24,43.8,4.2
653,56,57,47743.0,Graduate,Married,1,198,2,43,0,12,20,3,6,1,4,6,275,11,25.0,27.3
1032,39,59,62972.0,Undergraduate,Married,1,313,15,47,20,0,192,2,3,4,7,6,587,14,41.9,14.3
834,55,60,57333.0,Postgraduate,Divorced,1,941,14,397,76,58,176,11,9,5,8,6,1662,22,75.5,50.0
428,60,32,32313.0,Postgraduate,Together,1,86,4,56,2,4,7,3,4,0,4,9,159,8,19.9,37.5
669,73,61,84953.0,Postgraduate,Widow,0,167,48,602,63,72,72,1,4,10,3,2,1024,17,60.2,5.9
256,90,46,27071.0,Postgraduate,Divorced,1,8,3,19,0,2,3,2,3,0,2,6,35,5,7.0,40.0
491,86,57,68148.0,Postgraduate,Together,0,389,66,408,37,57,85,1,6,4,4,2,1042,14,74.4,7.1
541,37,49,65735.0,Postgraduate,Together,2,239,7,119,4,15,11,5,6,2,6,7,395,14,28.2,35.7
756,7,39,86836.0,Postgraduate,Married,0,179,21,273,0,21,63,1,6,10,6,5,557,22,25.3,4.5
195,29,51,4023.0,Postgraduate,Married,2,5,0,1,1,1,1,15,0,0,0,19,9,0,0.0,0.0
515,19,24,30093.0,Graduate,Married,0,2,6,28,13,4,16,1,3,0,2,7,69,5,13.8,20.0
64,14,48,57705.0,Postgraduate,Married,1,383,0,53,6,4,40,3,6,1,8,6,486,15,32.4,20.0
336,72,26,25008.0,Graduate,Single,1,2,8,8,6,1,9,2,3,0,1,8,34,4,8.5,50.0
838,56,19,83257.0,Undergraduate,Single,0,536,27,590,38,107,67,1,12,10,5,6,1365,27,50.6,3.7
595,85,39,22280.0,Graduate,Together,1,2,1,4,3,1,2,1,2,0,1,8,13,3,4.3,33.3
797,62,36,72159.0,Postgraduate,Married,0,322,53,899,34,40,53,1,10,6,4,2,1401,20,70.0,5.0
429,1,53,64260.0,Graduate,Together,0,539,169,816,20,0,30,1,4,5,4,3,1574,13,121.1,7.7
452,28,30,82733.0,Postgraduate,Single,0,712,50,420,65,38,38,1,7,4,8,4,1323,19,69.6,5.3
392,70,43,74290.0,Postgraduate,Divorced,1,1121,0,72,0,12,12,4,10,8,10,6,1217,28,43.5,14.3
778,84,63,58217.0,Postgraduate,Single,3,68,1,13,3,5,13,1,4,0,2,6,103,6,17.2,16.7
637,89,38,21024.0,Postgraduate,Together,0,36,4,18,6,2,18,1,4,0,2,7,84,6,14.0,16.7
708,73,42,70116.0,Postgraduate,Married,0,707,44,603,95,58,29,1,12,8,2,1,1536,22,69.8,4.5
838,42,29,54006.0,Graduate,Together,1,174,77,203,6,24,97,2,7,1,8,7,581,16,36.3,12.5
907,16,48,69063.0,Postgraduate,Married,1,666,35,124,69,8,26,1,5,3,5,3,928,13,71.4,7.7
385,16,39,11448.0,Undergraduate,Divorced,0,0,0,0,6,2,6,1,2,0,1,6,14,3,4.7,33.3
545,56,35,61825.0,Graduate,Single,1,162,50,100,55,30,27,1,8,2,4,4,424,14,30.3,7.1
447,65,43,70886.0,Graduate,Married,1,407,70,239,103,88,53,1,4,4,5,2,960,13,73.8,7.7
845,10,32,69109.0,Graduate,Married,0,823,25,459,124,29,95,1,7,6,6,4,1555,19,81.8,5.3
908,13,41,60208.0,Graduate,Widow,2,488,23,71,15,0,59,11,7,3,8,7,656,18,36.4,61.1
574,78,46,32889.0,Postgraduate,Together,2,28,0,13,4,2,8,3,3,1,2,5,55,6,9.2,50.0
60,51,30,34738.0,Graduate,Single,1,3,2,10,3,0,2,1,3,0,1,6,20,4,5.0,25.0
1090,27,43,30538.0,Postgraduate,Together,1,284,0,52,8,3,20,4,4,0,9,10,367,13,28.2,30.8
93,30,37,82326.0,Undergraduate,Together,0,938,142,754,159,81,183,1,6,10,5,2,2257,21,107.5,4.8
366,71,47,26642.0,Postgraduate,Divorced,1,13,2,15,2,2,8,2,3,0,2,6,42,5,8.4,40.0
394,97,50,69932.0,Graduate,Divorced,1,412,172,153,150,105,57,2,11,6,7,4,1049,24,43.7,8.3
263,83,42,44503.0,Graduate,Single,2,31,1,8,0,0,8,2,3,0,2,6,48,5,9.6,40.0
702,3,66,60200.0,Postgraduate,Single,1,502,19,132,0,6,26,6,11,2,6,6,685,19,36.1,31.6
260,71,62,49638.0,Graduate,Divorced,1,18,10,3,3,5,0,1,3,0,1,2,39,4,9.8,25.0
186,3,27,23830.0,Undergraduate,Single,0,1,8,6,4,8,16,1,3,0,1,7,43,4,10.8,25.0
871,15,55,33051.0,Postgraduate,Widow,0,100,71,243,108,94,219,3,8,1,9,9,835,18,46.4,16.7
348,52,56,72905.0,Graduate,Married,0,407,114,445,181,165,203,1,9,7,3,1,1515,19,79.7,5.3
684,8,63,69702.0,Postgraduate,Together,1,664,9,240,50,19,57,2,10,7,7,4,1039,24,43.3,8.3
538,89,39,70300.0,Graduate,Divorced,1,1045,61,338,60,46,46,3,13,5,5,8,1596,23,69.4,13.0
811,66,30,70643.0,Postgraduate,Married,0,1218,107,304,23,143,33,1,4,8,5,6,1828,17,107.5,5.9
249,22,45,30396.0,Postgraduate,Married,1,15,0,6,0,1,12,2,2,1,1,7,34,4,8.5,50.0
261,56,46,50616.0,Postgraduate,Divorced,1,128,0,16,0,1,4,2,4,0,4,7,149,8,18.6,25.0
595,74,45,62772.0,Postgraduate,Single,1,581,49,157,43,8,108,1,11,6,5,2,946,22,43.0,4.5
230,48,29,30298.0,Postgraduate,Single,0,6,3,12,6,1,0,1,3,1,1,3,28,5,5.6,20.0
1029,67,30,52413.0,Graduate,Single,1,185,8,133,56,56,12,2,7,1,7,7,450,15,30.0,13.3
350,24,57,44155.0,Postgraduate,Married,2,22,1,9,0,0,14,1,2,1,1,4,46,4,11.5,25.0
542,67,43,86979.0,Postgraduate,Divorced,0,584,100,835,65,83,35,1,5,5,5,2,1702,15,113.5,6.7
482,38,39,76532.0,Graduate,Together,2,355,30,177,90,138,30,4,7,5,9,5,820,21,39.0,19.0
677,86,32,42081.0,Graduate,Married,1,175,10,110,54,6,27,2,4,3,6,6,382,13,29.4,15.4
856,90,26,67546.0,Postgraduate,Married,0,864,134,768,150,38,172,1,5,10,4,3,2126,19,111.9,5.3
333,87,25,88420.0,Postgraduate,Together,0,957,153,612,99,95,153,1,8,7,4,1,2069,19,108.9,5.3
707,62,29,31158.0,Graduate,Married,1,25,6,16,20,0,5,2,3,0,2,8,72,5,14.4,40.0
304,23,46,61671.0,Graduate,Divorced,1,641,7,56,0,0,28,8,6,4,10,8,732,20,36.6,40.0
223,99,40,69719.0,Graduate,Single,0,273,86,208,177,14,43,1,5,3,2,1,801,10,80.1,10.0
441,29,65,49160.0,Graduate,Divorced,1,122,21,43,25,10,15,2,6,1,3,6,236,10,23.6,20.0
847,52,36,24882.0,Undergraduate,Together,1,1,4,10,29,0,36,1,2,1,1,6,80,4,20.0,25.0
279,90,60,90933.0,Postgraduate,Single,0,1020,31,430,62,63,79,1,4,6,4,1,1685,14,120.4,7.1
221,9,69,113734.0,Postgraduate,Single,0,6,2,3,1,262,3,0,0,0,27,1,277,27,10.3,0.0
570,71,64,59292.0,Postgraduate,Together,1,378,14,68,19,14,14,2,8,5,3,3,507,16,31.7,12.5
680,13,50,45759.0,Postgraduate,Married,2,42,1,18,3,0,4,2,3,0,2,7,68,5,13.6,40.0
266,16,31,22148.0,Graduate,Single,0,15,5,14,0,4,11,1,3,0,1,7,49,4,12.2,25.0
292,94,27,73395.0,Postgraduate,Married,0,272,7,80,20,7,11,1,6,4,4,2,397,14,28.4,7.1
437,77,43,29819.0,Graduate,Divorced,1,9,1,24,2,1,2,3,3,0,3,6,39,6,6.5,50.0
344,20,46,45688.0,Graduate,Married,1,279,0,18,0,0,9,2,8,1,3,4,306,12,25.5,16.7
425,51,60,62820.0,Graduate,Married,0,398,61,265,138,61,53,1,6,4,3,1,976,13,75.1,7.7
574,81,43,60491.0,Postgraduate,Married,1,637,47,237,12,19,76,4,7,11,6,5,1028,24,42.8,16.7
247,71,28,33235.0,Graduate,Together,1,45,0,16,2,1,6,1,3,0,3,7,70,6,11.7,16.7
656,36,55,35701.0,Graduate,Married,0,21,1,9,7,3,5,1,3,0,1,6,46,4,11.5,25.0
465,95,34,31535.0,Postgraduate,Married,1,15,4,13,0,0,19,1,2,1,1,7,51,4,12.8,25.0
259,32,54,92556.0,Undergraduate,Together,0,493,183,352,184,23,28,0,13,5,3,0,1263,21,60.1,0.0
815,32,44,67384.0,Graduate,Single,1,957,40,175,158,53,107,2,5,8,7,5,1490,20,74.5,10.0
812,85,43,80573.0,Postgraduate,Together,0,829,138,430,60,92,15,1,13,6,4,2,1564,23,68.0,4.3
865,93,47,77870.0,Graduate,Married,1,1017,50,500,65,50,133,3,5,5,5,8,1815,15,121.0,20.0
709,24,51,52278.0,Postgraduate,Widow,1,953,0,71,0,0,174,6,10,5,10,8,1198,25,47.9,24.0
863,44,46,57107.0,Graduate,Single,1,159,0,120,0,0,137,7,8,4,4,8,416,16,26.0,43.8
687,15,24,18929.0,Graduate,Married,0,32,0,8,23,4,18,1,4,0,1,6,85,5,17.0,20.0
583,82,33,36038.0,Postgraduate,Single,1,23,0,15,0,2,7,2,3,0,3,6,47,6,7.8,33.3
683,27,38,20180.0,Graduate,Single,0,18,42,24,15,20,18,1,4,1,2,7,137,7,19.6,14.3
739,72,49,34230.0,Postgraduate,Together,2,15,0,4,0,0,2,1,2,0,1,7,21,3,7.0,33.3
196,7,37,31878.0,Undergraduate,Single,1,23,4,5,10,5,23,1,4,0,1,3,70,5,14.0,20.0
350,57,42,70932.0,Undergraduate,Married,1,200,193,100,46,185,185,2,12,2,6,3,909,20,45.4,10.0
806,84,58,91249.0,Graduate,Single,0,1324,27,119,71,108,27,0,6,9,7,4,1676,22,76.2,0.0
724,53,71,77598.0,Postgraduate,Single,0,1193,33,281,129,66,33,1,13,5,7,3,1735,25,69.4,4.0
521,48,55,80982.0,Graduate,Single,2,505,137,401,104,22,22,3,11,5,11,5,1191,27,44.1,11.1
605,2,37,22701.0,Postgraduate,Married,1,2,4,9,0,4,5,1,3,0,1,5,24,4,6.0,25.0
772,65,45,55212.0,Postgraduate,Married,1,1103,0,45,0,0,34,3,11,2,4,8,1182,17,69.5,17.6
560,45,44,70617.0,Graduate,Married,0,353,61,753,40,46,27,1,7,3,3,2,1280,13,98.5,7.7
782,42,57,64849.0,Graduate,Single,0,652,48,350,94,84,108,1,6,3,9,5,1336,18,74.2,5.6
566,29,49,62694.0,Postgraduate,Married,2,379,6,157,25,91,91,5,7,3,9,7,749,19,39.4,26.3
410,83,40,61917.0,Postgraduate,Married,2,46,4,36,2,2,1,1,4,0,2,5,91,6,15.2,16.7
463,93,67,67472.0,Postgraduate,Married,1,162,31,127,8,17,69,2,7,2,4,3,414,13,31.8,15.4
187,40,32,21059.0,Postgraduate,Married,1,8,3,19,3,3,8,3,3,0,3,6,44,6,7.3,50.0
365,47,46,29543.0,Postgraduate,Married,2,17,3,18,3,4,18,2,2,1,3,7,63,6,10.5,33.3
518,50,63,75903.0,Graduate,Married,1,340,108,185,130,38,100,2,9,6,6,3,901,21,42.9,9.5
939,40,39,34984.0,Undergraduate,Together,2,8,4,15,3,5,3,2,3,0,1,7,38,4,9.5,50.0
458,3,58,54998.0,Postgraduate,Single,1,154,22,202,39,30,8,5,9,2,4,4,455,15,30.3,33.3
776,62,65,54356.0,Postgraduate,Widow,1,710,15,30,20,0,0,3,8,2,11,8,775,21,36.9,14.3
287,25,55,34242.0,Postgraduate,Married,1,8,2,4,0,0,1,1,3,0,0,5,15,3,5.0,33.3
491,48,41,25410.0,Graduate,Married,1,2,2,4,13,13,4,1,4,0,1,4,38,5,7.6,20.0
216,56,30,73356.0,Postgraduate,Married,0,1050,14,322,0,14,112,1,5,11,5,2,1512,21,72.0,4.8
